epoch,train_loss,train_acc,val_loss,val_acc,mcc,precision,recall,f1
1,0.4490201453915626,0.7544919542716035,0.3982941072316261,0.7844243380363943,0.5638048503509598,0.819471504663412,0.7935009504680607,0.8062771509373451
2,0.3862836532520786,0.7913378304696759,0.3768561627806687,0.7975034167825872,0.5855932411328392,0.8018650220644795,0.8524658369498942,0.8263915690508228
3,0.36982076231694055,0.8011094137951235,0.3669786971191947,0.804134205542285,0.6001146410872266,0.7916290563162982,0.8870413543273197,0.83662368239449
